FREQ:Frequency,OD_TYPE:Measure,OD_RISK_CAT:Risk category,OD_INSTR:Instrument,ISSUE_CUR:Issue currency,XD_EXCHANGE:Location of trade (Exchange or country),TIME_PERIOD:Period,OBS_STATUS:Status,OBS_VALUE:Value
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,2024-06-30,A:Normal value,290224
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,2024-07-31,A:Normal value,225203
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,2024-08-31,A:Normal value,262385
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,2024-09-30,A:Normal value,297036
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1993-01-31,A:Normal value,123956
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1993-02-28,A:Normal value,149544
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1993-03-31,A:Normal value,169229
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1993-04-30,A:Normal value,159435
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1993-05-31,A:Normal value,159772
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1993-06-30,A:Normal value,209363
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1993-07-31,A:Normal value,178796
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1993-08-31,A:Normal value,215305
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1993-09-30,A:Normal value,184245
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1993-10-31,A:Normal value,170914
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1993-11-30,A:Normal value,256105
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1993-12-31,A:Normal value,209130
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1994-01-31,A:Normal value,283701
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1994-02-28,A:Normal value,262405
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1994-03-31,A:Normal value,260642
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1994-04-30,A:Normal value,286046
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1994-05-31,A:Normal value,277422
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1994-06-30,A:Normal value,360295
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1994-07-31,A:Normal value,246537
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1994-08-31,A:Normal value,269020
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1994-09-30,A:Normal value,232689
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1994-10-31,A:Normal value,236931
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1994-11-30,A:Normal value,264115
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1994-12-31,A:Normal value,271150
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1995-01-31,A:Normal value,320597
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1995-02-28,A:Normal value,349823
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1995-03-31,A:Normal value,394723
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1995-04-30,A:Normal value,332441
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1995-05-31,A:Normal value,337888
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1995-06-30,A:Normal value,400626
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1995-07-31,A:Normal value,248251
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1995-08-31,A:Normal value,323426
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1995-09-30,A:Normal value,241277
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1995-10-31,A:Normal value,195905
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1995-11-30,A:Normal value,182757
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1995-12-31,A:Normal value,165304
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1996-01-31,A:Normal value,220669
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1996-02-29,A:Normal value,275545
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1996-03-31,A:Normal value,233600
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1996-04-30,A:Normal value,222959
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1996-05-31,A:Normal value,259394
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1996-06-30,A:Normal value,247156
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1996-07-31,A:Normal value,216081
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1996-08-31,A:Normal value,253385
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1996-09-30,A:Normal value,207117
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1996-10-31,A:Normal value,188703
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1996-11-30,A:Normal value,226362
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1996-12-31,A:Normal value,173436
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1997-01-31,A:Normal value,153680
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1997-02-28,A:Normal value,131086
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1997-03-31,A:Normal value,210163
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1997-04-30,A:Normal value,186335
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1997-05-31,A:Normal value,269143
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1997-06-30,A:Normal value,216436
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1997-07-31,A:Normal value,177191
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1997-08-31,A:Normal value,183250
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1997-09-30,A:Normal value,184412
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1997-10-31,A:Normal value,220883
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1997-11-30,A:Normal value,194750
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1997-12-31,A:Normal value,198044
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1998-01-31,A:Normal value,207907
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1998-02-28,A:Normal value,180257
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1998-03-31,A:Normal value,156622
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1998-04-30,A:Normal value,151308
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1998-05-31,A:Normal value,161735
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1998-06-30,A:Normal value,203031
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1998-07-31,A:Normal value,129973
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1998-08-31,A:Normal value,166133
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1998-09-30,A:Normal value,189084
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1998-10-31,A:Normal value,173344
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1998-11-30,A:Normal value,137153
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1998-12-31,A:Normal value,138616
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1999-01-31,A:Normal value,140310
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1999-02-28,A:Normal value,174118
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1999-03-31,A:Normal value,138231
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1999-04-30,A:Normal value,103163
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1999-05-31,A:Normal value,125033
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1999-06-30,A:Normal value,221920
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1999-07-31,A:Normal value,170758
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1999-08-31,A:Normal value,158369
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1999-09-30,A:Normal value,158940
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1999-10-31,A:Normal value,130549
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1999-11-30,A:Normal value,152262
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,1999-12-31,A:Normal value,121799
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2000-01-31,A:Normal value,178132
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2000-02-29,A:Normal value,179320
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2000-03-31,A:Normal value,172448
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2000-04-30,A:Normal value,193957
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2000-05-31,A:Normal value,187657
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2000-06-30,A:Normal value,216040
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2000-07-31,A:Normal value,145939
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2000-08-31,A:Normal value,187797
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2000-09-30,A:Normal value,176975
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2000-10-31,A:Normal value,119364
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2000-11-30,A:Normal value,139364
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2000-12-31,A:Normal value,173653
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2001-01-31,A:Normal value,173062
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2001-02-28,A:Normal value,157630
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2001-03-31,A:Normal value,154900
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2001-04-30,A:Normal value,135672
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2001-05-31,A:Normal value,109985
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2001-06-30,A:Normal value,124813
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2001-07-31,A:Normal value,113803
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2001-08-31,A:Normal value,125818
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2001-09-30,A:Normal value,172972
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2001-10-31,A:Normal value,106632
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2001-11-30,A:Normal value,163221
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2001-12-31,A:Normal value,110230
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2002-01-31,A:Normal value,119721
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2002-02-28,A:Normal value,120491
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2002-03-31,A:Normal value,120331
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2002-04-30,A:Normal value,109850
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2002-05-31,A:Normal value,132690
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2002-06-30,A:Normal value,137648
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2002-07-31,A:Normal value,150183
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2002-08-31,A:Normal value,128273
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2002-09-30,A:Normal value,150219
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2002-10-31,A:Normal value,136910
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2002-11-30,A:Normal value,100342
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2002-12-31,A:Normal value,63447
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2003-01-31,A:Normal value,93517
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2003-02-28,A:Normal value,97033
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2003-03-31,A:Normal value,136842
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2003-04-30,A:Normal value,113637
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2003-05-31,A:Normal value,114026
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2003-06-30,A:Normal value,155404
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2003-07-31,A:Normal value,125880
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2003-08-31,A:Normal value,154893
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2003-09-30,A:Normal value,138798
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2003-10-31,A:Normal value,148939
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2003-11-30,A:Normal value,116851
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2003-12-31,A:Normal value,89774
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2004-01-31,A:Normal value,102566
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2004-02-29,A:Normal value,110288
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2004-03-31,A:Normal value,125665
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2004-04-30,A:Normal value,116261
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2004-05-31,A:Normal value,107899
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2004-06-30,A:Normal value,172174
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2004-07-31,A:Normal value,104976
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2004-08-31,A:Normal value,99763
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2004-09-30,A:Normal value,89678
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2004-10-31,A:Normal value,76264
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2004-11-30,A:Normal value,64214
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2004-12-31,A:Normal value,69214
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2005-01-31,A:Normal value,66759
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2005-02-28,A:Normal value,77330
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2005-03-31,A:Normal value,83082
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2005-04-30,A:Normal value,71614
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2005-05-31,A:Normal value,60527
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2005-06-30,A:Normal value,87052
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2005-07-31,A:Normal value,80635
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2005-08-31,A:Normal value,115309
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2005-09-30,A:Normal value,130274
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2005-10-31,A:Normal value,112349
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2005-11-30,A:Normal value,106274
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2005-12-31,A:Normal value,99795
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2006-01-31,A:Normal value,92841
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2006-02-28,A:Normal value,147784
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2006-03-31,A:Normal value,175839
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2006-04-30,A:Normal value,129596
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2006-05-31,A:Normal value,199399
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2006-06-30,A:Normal value,224521
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2006-07-31,A:Normal value,161710
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2006-08-31,A:Normal value,162271
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2006-09-30,A:Normal value,174971
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2006-10-31,A:Normal value,174642
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2006-11-30,A:Normal value,178229
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2006-12-31,A:Normal value,181329
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2007-01-31,A:Normal value,197679
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2007-02-28,A:Normal value,223529
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2007-03-31,A:Normal value,182011
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2007-04-30,A:Normal value,176815
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2007-05-31,A:Normal value,194185
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2007-06-30,A:Normal value,246338
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2007-07-31,A:Normal value,171780
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2007-08-31,A:Normal value,255495
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2007-09-30,A:Normal value,180021
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2007-10-31,A:Normal value,159787
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2007-11-30,A:Normal value,165231
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2007-12-31,A:Normal value,159210
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2008-01-31,A:Normal value,180918
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2008-02-29,A:Normal value,169264
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2008-03-31,A:Normal value,178649
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2008-04-30,A:Normal value,173718
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2008-05-31,A:Normal value,143615
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2008-06-30,A:Normal value,177786
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2008-07-31,A:Normal value,112060
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2008-08-31,A:Normal value,126772
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2008-09-30,A:Normal value,140428
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2008-10-31,A:Normal value,97364
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2008-11-30,A:Normal value,79584
